Timestamp,CO2,Temperature,Humidity
2024-06-17T21:56:26,1625,19.98,54.9
2024-06-17T21:56:32,1625,19.99,54.91
2024-06-17T21:56:35,1625,20.01,54.92
2024-06-17T21:56:41,1625,20,54.9
2024-06-17T21:56:44,1626,19.99,54.89
2024-06-17T21:56:50,1626,20.03,54.91
2024-06-17T21:56:56,1626,20.03,54.91
2024-06-17T21:56:59,1626,20.05,54.94
2024-06-17T21:57:05,1626,20.04,54.87
2024-06-17T21:57:11,1627,20.06,54.92
2024-06-17T21:57:14,1628,20.06,54.91
2024-06-17T21:57:20,1630,20.07,54.9
2024-06-17T21:57:23,1630,20.07,54.9
2024-06-17T21:57:29,1630,20.09,54.93
2024-06-17T21:57:35,1632,20.06,54.94
2024-06-17T21:57:38,1634,20.07,55.03
2024-06-17T21:57:44,1635,20.04,55.04
2024-06-17T21:57:47,1635,20.08,55.05
2024-06-17T21:57:53,1636,20.07,55.05
2024-06-17T21:57:59,1635,20.11,55.11
2024-06-17T21:58:02,1636,20.09,55.17
2024-06-17T21:58:08,1636,20.1,55.19
2024-06-17T21:58:14,1636,20.12,55.14
2024-06-17T21:58:17,1636,20.11,55.18
2024-06-17T21:58:23,1639,20.07,55.31
2024-06-17T21:58:26,1640,20.08,55.38
2024-06-17T21:58:32,1641,20.08,55.41
2024-06-17T21:58:38,1642,20.04,55.5
2024-06-17T21:58:41,1641,20.02,55.57
2024-06-17T21:58:47,1641,20.05,55.65
2024-06-17T21:58:53,1642,20.06,55.63
2024-06-17T21:58:56,1642,20.08,55.66
2024-06-17T21:59:02,1642,20.09,55.67
2024-06-17T21:59:05,1642,20.05,55.66
2024-06-17T21:59:11,1642,20.07,55.71
2024-06-17T21:59:17,1642,20.07,55.73
2024-06-17T21:59:20,1644,20.07,55.67
2024-06-17T21:59:26,1644,20.07,55.69
2024-06-17T21:59:32,1644,20.05,55.72
2024-06-17T21:59:35,1644,20.03,55.74
2024-06-17T21:59:41,1644,20.04,55.63
2024-06-17T21:59:44,1644,20.01,55.64
2024-06-17T21:59:50,1645,19.98,55.63
2024-06-17T21:59:56,1646,19.96,55.66
2024-06-17T21:59:59,1646,19.99,55.57
2024-06-17T22:00:05,1648,19.97,55.59
2024-06-17T22:00:08,1648,19.98,55.5
2024-06-17T22:00:14,1649,19.98,55.47
2024-06-17T22:00:20,1649,19.97,55.44
2024-06-17T22:00:23,1649,19.99,55.4
2024-06-17T22:00:29,1648,20,55.33
2024-06-17T22:00:35,1649,19.99,55.27
2024-06-17T22:00:38,1649,19.98,55.28
2024-06-17T22:00:44,1650,20,55.23
2024-06-17T22:00:47,1650,20.03,55.16
2024-06-17T22:00:53,1650,19.99,55.14
2024-06-17T22:00:59,1649,20,55.09
2024-06-17T22:01:02,1649,19.9,55.16
2024-06-17T22:01:08,1648,19.89,55.17
2024-06-17T22:01:14,1649,19.92,55.21
2024-06-17T22:01:17,1649,19.93,55.13
2024-06-17T22:01:23,1648,19.94,55.12
2024-06-17T22:01:26,1648,19.96,55.1
2024-06-17T22:01:32,1648,19.95,55.08
2024-06-17T22:01:38,1649,19.99,55.04
2024-06-17T22:01:41,1649,19.96,55.08
2024-06-17T22:01:47,1650,19.95,55.11
2024-06-17T22:01:50,1650,19.92,55.07
2024-06-17T22:01:56,1650,19.94,55.08
2024-06-17T22:02:02,1650,19.93,55.05
2024-06-17T22:02:05,1650,19.94,54.99
2024-06-17T22:02:11,1649,19.93,54.98
2024-06-17T22:02:17,1649,19.96,55.02
2024-06-17T22:02:20,1650,19.96,54.94
2024-06-17T22:02:26,1649,19.97,54.96
2024-06-17T22:02:29,1649,19.96,54.91
2024-06-17T22:02:35,1650,19.95,54.94
2024-06-17T22:02:41,1649,19.95,54.9
2024-06-17T22:02:44,1649,19.92,54.89
2024-06-17T22:02:50,1649,19.93,54.85
2024-06-17T22:02:56,1650,19.91,54.87
2024-06-17T22:02:59,1650,19.91,54.92
2024-06-17T22:03:05,1651,19.91,54.91
2024-06-17T22:03:08,1651,19.9,54.88
2024-06-17T22:03:14,1651,19.87,54.92
2024-06-17T22:03:20,1652,19.84,54.97
2024-06-17T22:03:23,1653,19.83,54.99
2024-06-17T22:03:29,1654,19.82,54.95
2024-06-17T22:03:35,1654,19.85,54.92
2024-06-17T22:03:38,1656,19.85,54.91
2024-06-17T22:03:44,1658,19.88,54.84
2024-06-17T22:03:47,1659,19.87,54.81
2024-06-17T22:03:53,1658,19.89,54.82
2024-06-17T22:03:59,1658,19.84,54.79
2024-06-17T22:04:02,1658,19.82,54.87
2024-06-17T22:04:08,1659,19.77,54.94
2024-06-17T22:04:11,1659,19.8,54.96
2024-06-17T22:04:17,1659,19.79,54.94
2024-06-17T22:04:23,1660,19.81,54.92
2024-06-17T22:04:26,1660,19.78,54.91
2024-06-17T22:04:32,1660,19.79,54.87
2024-06-17T22:04:38,1660,19.79,54.85
2024-06-17T22:04:41,1661,19.77,54.88
2024-06-17T22:04:47,1660,19.73,54.88
2024-06-17T22:04:50,1661,19.73,54.9
2024-06-17T22:04:56,1662,19.71,54.85
2024-06-17T22:05:02,1662,19.72,54.91
2024-06-17T22:05:05,1662,19.68,54.94
2024-06-17T22:05:11,1662,19.67,54.99
2024-06-17T22:05:17,1662,19.69,54.96
2024-06-17T22:05:20,1662,19.73,54.96
2024-06-17T22:05:26,1663,19.75,54.89
2024-06-17T22:05:29,1663,19.74,54.84
2024-06-17T22:05:35,1663,19.74,54.91
2024-06-17T22:05:41,1663,19.76,54.89
2024-06-17T22:05:44,1664,19.77,54.85
2024-06-17T22:05:50,1664,19.73,54.84
2024-06-17T22:05:53,1664,19.75,54.85
2024-06-17T22:05:59,1664,19.75,54.88
2024-06-17T22:06:05,1664,19.75,54.86
2024-06-17T22:06:08,1665,19.74,54.87
2024-06-17T22:06:14,1665,19.77,54.92
2024-06-17T22:06:20,1665,19.71,54.96
2024-06-17T22:06:23,1666,19.73,54.99
2024-06-17T22:06:29,1667,19.73,55.05
2024-06-17T22:06:32,1668,19.76,55
2024-06-17T22:06:38,1667,19.76,54.94
2024-06-17T22:06:44,1667,19.78,55
2024-06-17T22:06:47,1667,19.81,55
2024-06-17T22:06:53,1667,19.8,55
2024-06-17T22:06:59,1668,19.82,55.03
2024-06-17T22:07:02,1668,19.8,55
2024-06-17T22:07:08,1668,19.81,55.07
2024-06-17T22:07:11,1669,19.82,55.03
2024-06-17T22:07:17,1669,19.82,55.15
2024-06-17T22:07:23,1669,19.8,55.17
2024-06-17T22:07:26,1669,19.81,55.27
2024-06-17T22:07:32,1669,19.82,55.27
2024-06-17T22:07:35,1670,19.84,55.27
2024-06-17T22:07:41,1671,19.86,55.22
2024-06-17T22:07:47,1671,19.87,55.25
2024-06-17T22:07:50,1670,19.84,55.35
2024-06-17T22:07:56,1671,19.86,55.42
2024-06-17T22:08:02,1671,19.89,55.41
2024-06-17T22:08:05,1672,19.91,55.38
2024-06-17T22:08:11,1672,19.89,55.45
2024-06-17T22:08:14,1673,19.89,55.51
2024-06-17T22:08:20,1675,19.91,55.43
2024-06-17T22:08:26,1676,19.92,55.46
2024-06-17T22:08:29,1676,19.9,55.48
2024-06-17T22:08:35,1676,19.89,55.47
2024-06-17T22:08:41,1676,19.89,55.47
2024-06-17T22:08:44,1677,19.9,55.44
2024-06-17T22:08:50,1678,19.93,55.43
2024-06-17T22:08:53,1679,19.93,55.38
2024-06-17T22:08:59,1680,19.92,55.35
2024-06-17T22:09:05,1680,19.9,55.37
2024-06-17T22:09:08,1680,19.87,55.33
2024-06-17T22:09:14,1681,19.88,55.36
2024-06-17T22:09:20,1681,19.89,55.32
2024-06-17T22:09:23,1682,19.89,55.34
2024-06-17T22:09:29,1682,19.89,55.23
2024-06-17T22:09:32,1682,19.87,55.18
2024-06-17T22:09:38,1683,19.87,55.18
2024-06-17T22:09:44,1683,19.89,55.13
2024-06-17T22:09:47,1683,19.89,55.12
2024-06-17T22:09:53,1684,19.92,55.08
2024-06-17T22:09:56,1684,19.92,55.07
2024-06-17T22:10:02,1684,19.94,54.99
2024-06-17T22:10:08,1684,19.94,54.97
